Freq.	V(n018)/V(VI)
2.28034207200037e+003	(-3.05544763678331e+001dB,1.78601962607721e+002°)
2.28559880337539e+003	(-3.05132107312800e+001dB,1.78598598343259e+002°)
2.29086765276773e+003	(-3.04719390706877e+001dB,1.78595224873363e+002°)
2.29614864811232e+003	(-3.04306613565052e+001dB,1.78591842167058e+002°)
2.30144181740846e+003	(-3.03893775590284e+001dB,1.78588450193218e+002°)
2.30674718872002e+003	(-3.03480876483987e+001dB,1.78585048920571e+002°)
2.31206479017555e+003	(-3.03067915946025e+001dB,1.78581638317690e+002°)
2.31739464996843e+003	(-3.02654893674705e+001dB,1.78578218352997e+002°)
2.32273679635706e+003	(-3.02241809366766e+001dB,1.78574788994761e+002°)
2.32809125766496e+003	(-3.01828662717370e+001dB,1.78571350211096e+002°)
2.33345806228096e+003	(-3.01415453420091e+001dB,1.78567901969964e+002°)
2.33883723865931e+003	(-3.01002181166910e+001dB,1.78564444239166e+002°)
2.34422881531987e+003	(-3.00588845648201e+001dB,1.78560976986348e+002°)
2.34963282084826e+003	(-3.00175446552732e+001dB,1.78557500178999e+002°)
2.35504928389596e+003	(-2.99761983567639e+001dB,1.78554013784446e+002°)
2.36047823318053e+003	(-2.99348456378431e+001dB,1.78550517769858e+002°)
2.36591969748571e+003	(-2.98934864668974e+001dB,1.78547012102241e+002°)
2.37137370566161e+003	(-2.98521208121483e+001dB,1.78543496748438e+002°)
2.37684028662483e+003	(-2.98107486416516e+001dB,1.78539971675130e+002°)
2.38231946935864e+003	(-2.97693699232958e+001dB,1.78536436848832e+002°)
2.38781128291313e+003	(-2.97279846248007e+001dB,1.78532892235893e+002°)
2.39331575640534e+003	(-2.96865927137186e+001dB,1.78529337802496e+002°)
2.39883291901944e+003	(-2.96451941574312e+001dB,1.78525773514656e+002°)
2.40436280000688e+003	(-2.96037889231492e+001dB,1.78522199338216e+002°)
2.40990542868654e+003	(-2.95623769779115e+001dB,1.78518615238852e+002°)
2.41546083444489e+003	(-2.95209582885836e+001dB,1.78515021182068e+002°)
2.42102904673613e+003	(-2.94795328218581e+001dB,1.78511417133193e+002°)
2.42661009508236e+003	(-2.94381005442522e+001dB,1.78507803057383e+002°)
2.43220400907376e+003	(-2.93966614221069e+001dB,1.78504178919621e+002°)
2.43781081836870e+003	(-2.93552154215868e+001dB,1.78500544684712e+002°)
2.44343055269392e+003	(-2.93137625086779e+001dB,1.78496900317284e+002°)
2.44906324184469e+003	(-2.92723026491876e+001dB,1.78493245781786e+002°)
2.45470891568498e+003	(-2.92308358087433e+001dB,1.78489581042485e+002°)
2.46036760414758e+003	(-2.91893619527908e+001dB,1.78485906063473e+002°)
2.46603933723429e+003	(-2.91478810465940e+001dB,1.78482220808653e+002°)
2.47172414501608e+003	(-2.91063930552336e+001dB,1.78478525241749e+002°)
2.47742205763323e+003	(-2.90648979436063e+001dB,1.78474819326297e+002°)
2.48313310529552e+003	(-2.90233956764224e+001dB,1.78471103025648e+002°)
2.48885731828234e+003	(-2.89818862182066e+001dB,1.78467376302967e+002°)
2.49459472694290e+003	(-2.89403695332958e+001dB,1.78463639121228e+002°)
2.50034536169638e+003	(-2.88988455858379e+001dB,1.78459891443217e+002°)
2.50610925303206e+003	(-2.88573143397911e+001dB,1.78456133231527e+002°)
2.51188643150953e+003	(-2.88157757589231e+001dB,1.78452364448558e+002°)
2.51767692775880e+003	(-2.87742298068089e+001dB,1.78448585056519e+002°)
2.52348077248052e+003	(-2.87326764468307e+001dB,1.78444795017421e+002°)
2.52929799644609e+003	(-2.86911156421763e+001dB,1.78440994293078e+002°)
2.53512863049785e+003	(-2.86495473558376e+001dB,1.78437182845108e+002°)
2.54097270554925e+003	(-2.86079715506105e+001dB,1.78433360634926e+002°)
2.54683025258499e+003	(-2.85663881890930e+001dB,1.78429527623751e+002°)
2.55270130266119e+003	(-2.85247972336833e+001dB,1.78425683772596e+002°)
2.55858588690559e+003	(-2.84831986465801e+001dB,1.78421829042272e+002°)
2.56448403651766e+003	(-2.84415923897810e+001dB,1.78417963393384e+002°)
2.57039578276881e+003	(-2.83999784250806e+001dB,1.78414086786330e+002°)
2.57632115700252e+003	(-2.83583567140695e+001dB,1.78410199181300e+002°)
2.58226019063454e+003	(-2.83167272181337e+001dB,1.78406300538278e+002°)
2.58821291515303e+003	(-2.82750898984529e+001dB,1.78402390817031e+002°)
2.59417936211876e+003	(-2.82334447159991e+001dB,1.78398469977119e+002°)
2.60015956316521e+003	(-2.81917916315361e+001dB,1.78394537977883e+002°)
2.60615354999884e+003	(-2.81501306056172e+001dB,1.78390594778454e+002°)
2.61216135439915e+003	(-2.81084615985850e+001dB,1.78386640337740e+002°)
2.61818300821893e+003	(-2.80667845705690e+001dB,1.78382674614435e+002°)
2.62421854338438e+003	(-2.80250994814859e+001dB,1.78378697567011e+002°)
2.63026799189532e+003	(-2.79834062910361e+001dB,1.78374709153717e+002°)
2.63633138582532e+003	(-2.79417049587045e+001dB,1.78370709332583e+002°)
2.64240875732189e+003	(-2.78999954437584e+001dB,1.78366698061407e+002°)
2.64850013860664e+003	(-2.78582777052460e+001dB,1.78362675297767e+002°)
2.65460556197548e+003	(-2.78165517019947e+001dB,1.78358640999011e+002°)
2.66072505979875e+003	(-2.77748173926113e+001dB,1.78354595122254e+002°)
2.66685866452142e+003	(-2.77330747354786e+001dB,1.78350537624383e+002°)
2.67300640866325e+003	(-2.76913236887558e+001dB,1.78346468462051e+002°)
2.67916832481897e+003	(-2.76495642103761e+001dB,1.78342387591675e+002°)
2.68534444565845e+003	(-2.76077962580458e+001dB,1.78338294969437e+002°)
2.69153480392685e+003	(-2.75660197892429e+001dB,1.78334190551278e+002°)
2.69773943244486e+003	(-2.75242347612151e+001dB,1.78330074292903e+002°)
2.70395836410878e+003	(-2.74824411309792e+001dB,1.78325946149772e+002°)
2.71019163189078e+003	(-2.74406388553196e+001dB,1.78321806077103e+002°)
2.71643926883902e+003	(-2.73988278907865e+001dB,1.78317654029866e+002°)
2.72270130807785e+003	(-2.73570081936941e+001dB,1.78313489962788e+002°)
2.72897778280798e+003	(-2.73151797201204e+001dB,1.78309313830345e+002°)
2.73526872630665e+003	(-2.72733424259049e+001dB,1.78305125586760e+002°)
2.74157417192782e+003	(-2.72314962666467e+001dB,1.78300925186008e+002°)
2.74789415310233e+003	(-2.71896411977044e+001dB,1.78296712581805e+002°)
2.75422870333810e+003	(-2.71477771741932e+001dB,1.78292487727614e+002°)
2.76057785622028e+003	(-2.71059041509844e+001dB,1.78288250576636e+002°)
2.76694164541145e+003	(-2.70640220827031e+001dB,1.78284001081816e+002°)
2.77332010465178e+003	(-2.70221309237274e+001dB,1.78279739195836e+002°)
2.77971326775922e+003	(-2.69802306281865e+001dB,1.78275464871109e+002°)
2.78612116862970e+003	(-2.69383211499591e+001dB,1.78271178059789e+002°)
2.79254384123727e+003	(-2.68964024426722e+001dB,1.78266878713758e+002°)
2.79898131963430e+003	(-2.68544744596991e+001dB,1.78262566784627e+002°)
2.80543363795165e+003	(-2.68125371541580e+001dB,1.78258242223740e+002°)
2.81190083039887e+003	(-2.67705904789107e+001dB,1.78253904982159e+002°)
2.81838293126439e+003	(-2.67286343865605e+001dB,1.78249555010678e+002°)
2.82487997491564e+003	(-2.66866688294512e+001dB,1.78245192259806e+002°)
2.83139199579931e+003	(-2.66446937596647e+001dB,1.78240816679778e+002°)
2.83791902844149e+003	(-2.66027091290199e+001dB,1.78236428220540e+002°)
2.84446110744785e+003	(-2.65607148890713e+001dB,1.78232026831759e+002°)
2.85101826750384e+003	(-2.65187109911066e+001dB,1.78227612462812e+002°)
2.85759054337488e+003	(-2.64766973861455e+001dB,1.78223185062789e+002°)
2.86417796990651e+003	(-2.64346740249382e+001dB,1.78218744580486e+002°)
2.87078058202462e+003	(-2.63926408579632e+001dB,1.78214290964409e+002°)
2.87739841473560e+003	(-2.63505978354257e+001dB,1.78209824162766e+002°)
2.88403150312654e+003	(-2.63085449072565e+001dB,1.78205344123469e+002°)
2.89067988236540e+003	(-2.62664820231095e+001dB,1.78200850794128e+002°)
2.89734358770125e+003	(-2.62244091323602e+001dB,1.78196344122054e+002°)
2.90402265446438e+003	(-2.61823261841041e+001dB,1.78191824054248e+002°)
2.91071711806653e+003	(-2.61402331271550e+001dB,1.78187290537410e+002°)
2.91742701400109e+003	(-2.60981299100427e+001dB,1.78182743517924e+002°)
2.92415237784326e+003	(-2.60560164810116e+001dB,1.78178182941869e+002°)
2.93089324525025e+003	(-2.60138927880192e+001dB,1.78173608755005e+002°)
2.93764965196146e+003	(-2.59717587787334e+001dB,1.78169020902777e+002°)
2.94442163379869e+003	(-2.59296144005316e+001dB,1.78164419330311e+002°)
2.95120922666631e+003	(-2.58874596004980e+001dB,1.78159803982411e+002°)
2.95801246655147e+003	(-2.58452943254224e+001dB,1.78155174803557e+002°)
2.96483138952427e+003	(-2.58031185217982e+001dB,1.78150531737904e+002°)
2.97166603173795e+003	(-2.57609321358202e+001dB,1.78145874729275e+002°)
2.97851642942911e+003	(-2.57187351133828e+001dB,1.78141203721164e+002°)
2.98538261891788e+003	(-2.56765274000782e+001dB,1.78136518656729e+002°)
2.99226463660811e+003	(-2.56343089411945e+001dB,1.78131819478791e+002°)
2.99916251898757e+003	(-2.55920796817135e+001dB,1.78127106129833e+002°)
3.00607630262815e+003	(-2.55498395663087e+001dB,1.78122378551997e+002°)
3.01300602418604e+003	(-2.55075885393443e+001dB,1.78117636687074e+002°)
3.01995172040194e+003	(-2.54653265448713e+001dB,1.78112880476514e+002°)
3.02691342810123e+003	(-2.54230535266274e+001dB,1.78108109861413e+002°)
3.03389118419419e+003	(-2.53807694280338e+001dB,1.78103324782516e+002°)
3.04088502567620e+003	(-2.53384741921936e+001dB,1.78098525180210e+002°)
3.04789498962790e+003	(-2.52961677618894e+001dB,1.78093710994525e+002°)
3.05492111321543e+003	(-2.52538500795819e+001dB,1.78088882165128e+002°)
3.06196343369060e+003	(-2.52115210874070e+001dB,1.78084038631324e+002°)
3.06902198839108e+003	(-2.51691807271743e+001dB,1.78079180332046e+002°)
3.07609681474063e+003	(-2.51268289403647e+001dB,1.78074307205862e+002°)
3.08318795024927e+003	(-2.50844656681279e+001dB,1.78069419190964e+002°)
3.09029543251351e+003	(-2.50420908512814e+001dB,1.78064516225166e+002°)
3.09741929921650e+003	(-2.49997044303067e+001dB,1.78059598245907e+002°)
3.10455958812827e+003	(-2.49573063453487e+001dB,1.78054665190241e+002°)
3.11171633710594e+003	(-2.49148965362124e+001dB,1.78049716994836e+002°)
3.11888958409385e+003	(-2.48724749423606e+001dB,1.78044753595973e+002°)
3.12607936712387e+003	(-2.48300415029131e+001dB,1.78039774929540e+002°)
3.13328572431550e+003	(-2.47875961566426e+001dB,1.78034780931032e+002°)
3.14050869387613e+003	(-2.47451388419733e+001dB,1.78029771535545e+002°)
3.14774831410123e+003	(-2.47026694969788e+001dB,1.78024746677774e+002°)
3.15500462337454e+003	(-2.46601880593795e+001dB,1.78019706292008e+002°)
3.16227766016829e+003	(-2.46176944665401e+001dB,1.78014650312131e+002°)
3.16956746304341e+003	(-2.45751886554673e+001dB,1.78009578671612e+002°)
3.17687407064968e+003	(-2.45326705628081e+001dB,1.78004491303509e+002°)
3.18419752172604e+003	(-2.44901401248462e+001dB,1.77999388140462e+002°)
3.19153785510067e+003	(-2.44475972775006e+001dB,1.77994269114687e+002°)
3.19889510969131e+003	(-2.44050419563229e+001dB,1.77989134157977e+002°)
3.20626932450538e+003	(-2.43624740964943e+001dB,1.77983983201697e+002°)
3.21366053864023e+003	(-2.43198936328241e+001dB,1.77978816176780e+002°)
3.22106879128335e+003	(-2.42773004997463e+001dB,1.77973633013723e+002°)
3.22849412171255e+003	(-2.42346946313178e+001dB,1.77968433642584e+002°)
3.23593656929619e+003	(-2.41920759612154e+001dB,1.77963217992979e+002°)
3.24339617349340e+003	(-2.41494444227336e+001dB,1.77957985994077e+002°)
3.25087297385425e+003	(-2.41067999487814e+001dB,1.77952737574600e+002°)
3.25836701002000e+003	(-2.40641424718804e+001dB,1.77947472662811e+002°)
3.26587832172327e+003	(-2.40214719241620e+001dB,1.77942191186520e+002°)
3.27340694878829e+003	(-2.39787882373647e+001dB,1.77936893073073e+002°)
3.28095293113110e+003	(-2.39360913428313e+001dB,1.77931578249353e+002°)
3.28851630875974e+003	(-2.38933811715065e+001dB,1.77926246641772e+002°)
3.29609712177449e+003	(-2.38506576539336e+001dB,1.77920898176270e+002°)
3.30369541036806e+003	(-2.38079207202531e+001dB,1.77915532778309e+002°)
3.31131121482582e+003	(-2.37651703001983e+001dB,1.77910150372872e+002°)
3.31894457552601e+003	(-2.37224063230937e+001dB,1.77904750884456e+002°)
3.32659553293995e+003	(-2.36796287178517e+001dB,1.77899334237067e+002°)
3.33426412763226e+003	(-2.36368374129700e+001dB,1.77893900354221e+002°)
3.34195040026105e+003	(-2.35940323365286e+001dB,1.77888449158933e+002°)
3.34965439157818e+003	(-2.35512134161873e+001dB,1.77882980573718e+002°)
3.35737614242945e+003	(-2.35083805791819e+001dB,1.77877494520587e+002°)
3.36511569375481e+003	(-2.34655337523227e+001dB,1.77871990921038e+002°)
3.37287308658860e+003	(-2.34226728619903e+001dB,1.77866469696054e+002°)
3.38064836205972e+003	(-2.33797978341331e+001dB,1.77860930766101e+002°)
3.38844156139193e+003	(-2.33369085942650e+001dB,1.77855374051120e+002°)
3.39625272590399e+003	(-2.32940050674609e+001dB,1.77849799470526e+002°)
3.40408189700991e+003	(-2.32510871783551e+001dB,1.77844206943198e+002°)
3.41192911621919e+003	(-2.32081548511376e+001dB,1.77838596387481e+002°)
3.41979442513699e+003	(-2.31652080095507e+001dB,1.77832967721177e+002°)
3.42767786546441e+003	(-2.31222465768870e+001dB,1.77827320861542e+002°)
3.43557947899865e+003	(-2.30792704759846e+001dB,1.77821655725281e+002°)
3.44349930763329e+003	(-2.30362796292259e+001dB,1.77815972228541e+002°)
3.45143739335846e+003	(-2.29932739585326e+001dB,1.77810270286911e+002°)
3.45939377826112e+003	(-2.29502533853637e+001dB,1.77804549815413e+002°)
3.46736850452522e+003	(-2.29072178307116e+001dB,1.77798810728499e+002°)
3.47536161443196e+003	(-2.28641672150994e+001dB,1.77793052940045e+002°)
3.48337315036002e+003	(-2.28211014585769e+001dB,1.77787276363346e+002°)
3.49140315478576e+003	(-2.27780204807179e+001dB,1.77781480911112e+002°)
3.49945167028347e+003	(-2.27349242006165e+001dB,1.77775666495462e+002°)
3.50751873952558e+003	(-2.26918125368839e+001dB,1.77769833027919e+002°)
3.51560440528288e+003	(-2.26486854076448e+001dB,1.77763980419405e+002°)
3.52370871042477e+003	(-2.26055427305339e+001dB,1.77758108580235e+002°)
3.53183169791947e+003	(-2.25623844226931e+001dB,1.77752217420111e+002°)
3.53997341083424e+003	(-2.25192104007670e+001dB,1.77746306848121e+002°)
3.54813389233565e+003	(-2.24760205809001e+001dB,1.77740376772726e+002°)
3.55631318568975e+003	(-2.24328148787326e+001dB,1.77734427101762e+002°)
3.56451133426234e+003	(-2.23895932093981e+001dB,1.77728457742428e+002°)
3.57272838151918e+003	(-2.23463554875181e+001dB,1.77722468601288e+002°)
3.58096437102626e+003	(-2.23031016271998e+001dB,1.77716459584254e+002°)
3.58921934644995e+003	(-2.22598315420320e+001dB,1.77710430596594e+002°)
3.59749335155732e+003	(-2.22165451450811e+001dB,1.77704381542913e+002°)
3.60578643021632e+003	(-2.21732423488878e+001dB,1.77698312327158e+002°)
3.61409862639603e+003	(-2.21299230654626e+001dB,1.77692222852603e+002°)
3.62242998416688e+003	(-2.20865872062832e+001dB,1.77686113021852e+002°)
3.63078054770091e+003	(-2.20432346822894e+001dB,1.77679982736823e+002°)
3.63915036127196e+003	(-2.19998654038798e+001dB,1.77673831898749e+002°)
3.64753946925597e+003	(-2.19564792809078e+001dB,1.77667660408171e+002°)
3.65594791613114e+003	(-2.19130762226779e+001dB,1.77661468164930e+002°)
3.66437574647822e+003	(-2.18696561379411e+001dB,1.77655255068159e+002°)
3.67282300498074e+003	(-2.18262189348916e+001dB,1.77649021016280e+002°)
3.68128973642520e+003	(-2.17827645211620e+001dB,1.77642765906996e+002°)
3.68977598570139e+003	(-2.17392928038200e+001dB,1.77636489637286e+002°)
3.69828179780255e+003	(-2.16958036893636e+001dB,1.77630192103393e+002°)
3.70680721782565e+003	(-2.16522970837170e+001dB,1.77623873200826e+002°)
3.71535229097161e+003	(-2.16087728922270e+001dB,1.77617532824344e+002°)
3.72391706254557e+003	(-2.15652310196579e+001dB,1.77611170867956e+002°)
3.73250157795709e+003	(-2.15216713701881e+001dB,1.77604787224912e+002°)
3.74110588272042e+003	(-2.14780938474050e+001dB,1.77598381787694e+002°)
3.74973002245472e+003	(-2.14344983543009e+001dB,1.77591954448010e+002°)
3.75837404288433e+003	(-2.13908847932688e+001dB,1.77585505096789e+002°)
3.76703798983897e+003	(-2.13472530660979e+001dB,1.77579033624171e+002°)
3.77572190925404e+003	(-2.13036030739688e+001dB,1.77572539919501e+002°)
3.78442584717082e+003	(-2.12599347174494e+001dB,1.77566023871322e+002°)
3.79314984973670e+003	(-2.12162478964903e+001dB,1.77559485367364e+002°)
3.80189396320550e+003	(-2.11725425104196e+001dB,1.77552924294542e+002°)
3.81065823393761e+003	(-2.11288184579389e+001dB,1.77546340538945e+002°)
3.81944270840035e+003	(-2.10850756371186e+001dB,1.77539733985827e+002°)
3.82824743316811e+003	(-2.10413139453927e+001dB,1.77533104519603e+002°)
3.83707245492267e+003	(-2.09975332795544e+001dB,1.77526452023836e+002°)
3.84591782045342e+003	(-2.09537335357513e+001dB,1.77519776381237e+002°)
3.85478357665760e+003	(-2.09099146094805e+001dB,1.77513077473647e+002°)
3.86366977054057e+003	(-2.08660763955829e+001dB,1.77506355182035e+002°)
3.87257644921605e+003	(-2.08222187882400e+001dB,1.77499609386489e+002°)
3.88150365990636e+003	(-2.07783416809672e+001dB,1.77492839966207e+002°)
3.89045144994268e+003	(-2.07344449666094e+001dB,1.77486046799486e+002°)
3.89941986676531e+003	(-2.06905285373360e+001dB,1.77479229763719e+002°)
3.90840895792390e+003	(-2.06465922846358e+001dB,1.77472388735381e+002°)
3.91741877107771e+003	(-2.06026360993119e+001dB,1.77465523590024e+002°)
3.92644935399587e+003	(-2.05586598714753e+001dB,1.77458634202265e+002°)
3.93550075455765e+003	(-2.05146634905417e+001dB,1.77451720445779e+002°)
3.94457302075266e+003	(-2.04706468452241e+001dB,1.77444782193289e+002°)
3.95366620068115e+003	(-2.04266098235291e+001dB,1.77437819316558e+002°)
3.96278034255427e+003	(-2.03825523127501e+001dB,1.77430831686377e+002°)
3.97191549469428e+003	(-2.03384741994624e+001dB,1.77423819172560e+002°)
3.98107170553485e+003	(-2.02943753695182e+001dB,1.77416781643929e+002°)
3.99024902362129e+003	(-2.02502557080400e+001dB,1.77409718968311e+002°)
3.99944749761085e+003	(-2.02061150994153e+001dB,1.77402631012521e+002°)
4.00866717627290e+003	(-2.01619534272913e+001dB,1.77395517642358e+002°)
4.01790810848927e+003	(-2.01177705745690e+001dB,1.77388378722590e+002°)
4.02717034325446e+003	(-2.00735664233967e+001dB,1.77381214116950e+002°)
4.03645392967592e+003	(-2.00293408551652e+001dB,1.77374023688119e+002°)
4.04575891697430e+003	(-1.99850937505010e+001dB,1.77366807297723e+002°)
4.05508535448371e+003	(-1.99408249892609e+001dB,1.77359564806314e+002°)
4.06443329165200e+003	(-1.98965344505255e+001dB,1.77352296073367e+002°)
4.07380277804099e+003	(-1.98522220125934e+001dB,1.77345000957266e+002°)
4.08319386332679e+003	(-1.98078875529751e+001dB,1.77337679315292e+002°)
4.09260659729998e+003	(-1.97635309483867e+001dB,1.77330331003616e+002°)
4.10204102986593e+003	(-1.97191520747432e+001dB,1.77322955877283e+002°)
4.11149721104509e+003	(-1.96747508071529e+001dB,1.77315553790203e+002°)
4.12097519097317e+003	(-1.96303270199105e+001dB,1.77308124595142e+002°)
4.13047501990148e+003	(-1.95858805864909e+001dB,1.77300668143707e+002°)
4.13999674819717e+003	(-1.95414113795425e+001dB,1.77293184286336e+002°)
4.14954042634349e+003	(-1.94969192708806e+001dB,1.77285672872285e+002°)
4.15910610494009e+003	(-1.94524041314808e+001dB,1.77278133749619e+002°)
4.16869383470322e+003	(-1.94078658314724e+001dB,1.77270566765195e+002°)
4.17830366646608e+003	(-1.93633042401314e+001dB,1.77262971764656e+002°)
4.18793565117905e+003	(-1.93187192258738e+001dB,1.77255348592412e+002°)
4.19758983990994e+003	(-1.92741106562488e+001dB,1.77247697091634e+002°)
4.20726628384430e+003	(-1.92294783979312e+001dB,1.77240017104237e+002°)
4.21696503428568e+003	(-1.91848223167153e+001dB,1.77232308470866e+002°)
4.22668614265589e+003	(-1.91401422775068e+001dB,1.77224571030890e+002°)
4.23642966049527e+003	(-1.90954381443164e+001dB,1.77216804622380e+002°)
4.24619563946299e+003	(-1.90507097802519e+001dB,1.77209009082103e+002°)
4.25598413133729e+003	(-1.90059570475114e+001dB,1.77201184245503e+002°)
4.26579518801578e+003	(-1.89611798073752e+001dB,1.77193329946693e+002°)
4.27562886151572e+003	(-1.89163779201991e+001dB,1.77185446018436e+002°)
4.28548520397425e+003	(-1.88715512454064e+001dB,1.77177532292133e+002°)
4.29536426764873e+003	(-1.88266996414800e+001dB,1.77169588597809e+002°)
4.30526610491696e+003	(-1.87818229659553e+001dB,1.77161614764100e+002°)
4.31519076827751e+003	(-1.87369210754117e+001dB,1.77153610618237e+002°)
4.32513831034994e+003	(-1.86919938254655e+001dB,1.77145575986031e+002°)
4.33510878387514e+003	(-1.86470410707611e+001dB,1.77137510691859e+002°)
4.34510224171557e+003	(-1.86020626649638e+001dB,1.77129414558647e+002°)
4.35511873685554e+003	(-1.85570584607507e+001dB,1.77121287407859e+002°)
4.36515832240151e+003	(-1.85120283098033e+001dB,1.77113129059478e+002°)
4.37522105158237e+003	(-1.84669720627991e+001dB,1.77104939331992e+002°)
4.38530697774971e+003	(-1.84218895694029e+001dB,1.77096718042376e+002°)
4.39541615437809e+003	(-1.83767806782583e+001dB,1.77088465006079e+002°)
4.40554863506538e+003	(-1.83316452369796e+001dB,1.77080180037007e+002°)
4.41570447353297e+003	(-1.82864830921427e+001dB,1.77071862947503e+002°)
4.42588372362611e+003	(-1.82412940892764e+001dB,1.77063513548336e+002°)
4.43608643931417e+003	(-1.81960780728543e+001dB,1.77055131648681e+002°)
4.44631267469093e+003	(-1.81508348862844e+001dB,1.77046717056103e+002°)
4.45656248397488e+003	(-1.81055643719018e+001dB,1.77038269576537e+002°)
4.46683592150948e+003	(-1.80602663709584e+001dB,1.77029789014275e+002°)
4.47713304176347e+003	(-1.80149407236141e+001dB,1.77021275171944e+002°)
4.48745389933117e+003	(-1.79695872689274e+001dB,1.77012727850491e+002°)
4.49779854893272e+003	(-1.79242058448462e+001dB,1.77004146849165e+002°)
4.50816704541445e+003	(-1.78787962881983e+001dB,1.76995531965494e+002°)
4.51855944374907e+003	(-1.78333584346813e+001dB,1.76986882995273e+002°)
4.52897579903605e+003	(-1.77878921188536e+001dB,1.76978199732540e+002°)
4.53941616650187e+003	(-1.77423971741242e+001dB,1.76969481969559e+002°)
4.54988060150033e+003	(-1.76968734327428e+001dB,1.76960729496802e+002°)
4.56036915951280e+003	(-1.76513207257901e+001dB,1.76951942102924e+002°)
4.57088189614859e+003	(-1.76057388831671e+001dB,1.76943119574749e+002°)
4.58141886714517e+003	(-1.75601277335855e+001dB,1.76934261697249e+002°)
4.59198012836852e+003	(-1.75144871045567e+001dB,1.76925368253517e+002°)
4.60256573581340e+003	(-1.74688168223822e+001dB,1.76916439024758e+002°)
4.61317574560363e+003	(-1.74231167121423e+001dB,1.76907473790255e+002°)
4.62381021399244e+003	(-1.73773865976856e+001dB,1.76898472327358e+002°)
4.63446919736272e+003	(-1.73316263016184e+001dB,1.76889434411458e+002°)
4.64515275222733e+003	(-1.72858356452937e+001dB,1.76880359815964e+002°)
4.65586093522942e+003	(-1.72400144488000e+001dB,1.76871248312286e+002°)
4.66659380314272e+003	(-1.71941625309505e+001dB,1.76862099669805e+002°)
4.67735141287181e+003	(-1.71482797092713e+001dB,1.76852913655856e+002°)
4.68813382145248e+003	(-1.71023657999908e+001dB,1.76843690035705e+002°)
4.69894108605199e+003	(-1.70564206180272e+001dB,1.76834428572522e+002°)
4.70977326396936e+003	(-1.70104439769776e+001dB,1.76825129027360e+002°)
4.72063041263574e+003	(-1.69644356891059e+001dB,1.76815791159131e+002°)
4.73151258961463e+003	(-1.69183955653311e+001dB,1.76806414724580e+002°)
4.74241985260228e+003	(-1.68723234152149e+001dB,1.76796999478263e+002°)
4.75335225942788e+003	(-1.68262190469499e+001dB,1.76787545172519e+002°)
4.76430986805398e+003	(-1.67800822673470e+001dB,1.76778051557446e+002°)
4.77529273657674e+003	(-1.67339128818232e+001dB,1.76768518380878e+002°)
4.78630092322621e+003	(-1.66877106943890e+001dB,1.76758945388353e+002°)
4.79733448636672e+003	(-1.66414755076351e+001dB,1.76749332323094e+002°)
4.80839348449711e+003	(-1.65952071227207e+001dB,1.76739678925974e+002°)
4.81947797625110e+003	(-1.65489053393591e+001dB,1.76729984935497e+002°)
4.83058802039755e+003	(-1.65025699558058e+001dB,1.76720250087765e+002°)
4.84172367584082e+003	(-1.64562007688441e+001dB,1.76710474116452e+002°)
4.85288500162103e+003	(-1.64097975737725e+001dB,1.76700656752778e+002°)
4.86407205691444e+003	(-1.63633601643904e+001dB,1.76690797725474e+002°)
4.87528490103368e+003	(-1.63168883329850e+001dB,1.76680896760761e+002°)
4.88652359342816e+003	(-1.62703818703167e+001dB,1.76670953582314e+002°)
4.89778819368428e+003	(-1.62238405656056e+001dB,1.76660967911236e+002°)
4.90907876152585e+003	(-1.61772642065167e+001dB,1.76650939466025e+002°)
4.92039535681433e+003	(-1.61306525791460e+001dB,1.76640867962547e+002°)
4.93173803954917e+003	(-1.60840054680055e+001dB,1.76630753114002e+002°)
4.94310686986817e+003	(-1.60373226560086e+001dB,1.76620594630890e+002°)
4.95450190804772e+003	(-1.59906039244556e+001dB,1.76610392220987e+002°)
4.96592321450317e+003	(-1.59438490530176e+001dB,1.76600145589303e+002°)
4.97737084978917e+003	(-1.58970578197223e+001dB,1.76589854438057e+002°)
4.98884487459993e+003	(-1.58502300009379e+001dB,1.76579518466637e+002°)
5.00034534976960e+003	(-1.58033653713576e+001dB,1.76569137371571e+002°)
5.01187233627253e+003	(-1.57564637039841e+001dB,1.76558710846491e+002°)
5.02342589522368e+003	(-1.57095247701131e+001dB,1.76548238582098e+002°)
5.03500608787886e+003	(-1.56625483393175e+001dB,1.76537720266125e+002°)
5.04661297563509e+003	(-1.56155341794307e+001dB,1.76527155583304e+002°)
5.05824662003095e+003	(-1.55684820565304e+001dB,1.76516544215328e+002°)
5.06990708274685e+003	(-1.55213917349217e+001dB,1.76505885840814e+002°)
5.08159442560541e+003	(-1.54742629771199e+001dB,1.76495180135265e+002°)
5.09330871057176e+003	(-1.54270955438335e+001dB,1.76484426771034e+002°)
5.10504999975387e+003	(-1.53798891939470e+001dB,1.76473625417284e+002°)
5.11681835540288e+003	(-1.53326436845029e+001dB,1.76462775739948e+002°)
5.12861383991345e+003	(-1.52853587706845e+001dB,1.76451877401691e+002°)
5.14043651582406e+003	(-1.52380342057972e+001dB,1.76440930061869e+002°)
5.15228644581737e+003	(-1.51906697412508e+001dB,1.76429933376487e+002°)
5.16416369272051e+003	(-1.51432651265409e+001dB,1.76418886998159e+002°)
5.17606831950548e+003	(-1.50958201092302e+001dB,1.76407790576065e+002°)
5.18800038928941e+003	(-1.50483344349293e+001dB,1.76396643755910e+002°)
